example_id,review_text,domain,predicted_sentiment,confidence,model_version
3124,"Good value for money, I'd come back again.",Restaurants,neutral,0.614,BERT-base-finetuned
3125,The soup was bland and the salad was wilted.,Restaurants,negative,0.747,BERT-base-finetuned
3126,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.657,BERT-base-finetuned
3127,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.706,BERT-base-finetuned
3128,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.975,BERT-base-finetuned
3129,The service was rude and the portions were tiny.,Restaurants,negative,0.838,BERT-base-finetuned
3130,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.589,BERT-base-finetuned
3131,The soup was bland and the salad was wilted.,Restaurants,negative,0.913,BERT-base-finetuned
3132,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.88,BERT-base-finetuned
3133,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.933,BERT-base-finetuned
3134,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.832,BERT-base-finetuned
3135,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.73,BERT-base-finetuned
3136,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.795,BERT-base-finetuned
3137,"Good value for money, I'd come back again.",Restaurants,neutral,0.728,BERT-base-finetuned
3138,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.718,BERT-base-finetuned
3139,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.892,BERT-base-finetuned
3140,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.864,BERT-base-finetuned
3141,"Good value for money, I'd come back again.",Restaurants,neutral,0.736,BERT-base-finetuned
3142,The service was rude and the portions were tiny.,Restaurants,negative,0.739,BERT-base-finetuned
3143,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.927,BERT-base-finetuned
3144,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.773,BERT-base-finetuned
3145,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.757,BERT-base-finetuned
3146,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.946,BERT-base-finetuned
3147,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.859,BERT-base-finetuned
3148,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.782,BERT-base-finetuned
3149,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.946,BERT-base-finetuned
3150,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.667,BERT-base-finetuned
3151,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.793,BERT-base-finetuned
3152,The soup was bland and the salad was wilted.,Restaurants,negative,0.855,BERT-base-finetuned
3153,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.757,BERT-base-finetuned
3154,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.625,BERT-base-finetuned
3155,The service was rude and the portions were tiny.,Restaurants,negative,0.799,BERT-base-finetuned
3156,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.937,BERT-base-finetuned
3157,"Good value for money, I'd come back again.",Restaurants,neutral,0.788,BERT-base-finetuned
3158,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.908,BERT-base-finetuned
3159,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.683,BERT-base-finetuned
3160,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.884,BERT-base-finetuned
3161,The service was rude and the portions were tiny.,Restaurants,negative,0.84,BERT-base-finetuned
3162,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.845,BERT-base-finetuned
3163,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.81,BERT-base-finetuned
3164,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.837,BERT-base-finetuned
3165,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.81,BERT-base-finetuned
3166,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.84,BERT-base-finetuned
3167,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.893,BERT-base-finetuned
3168,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.797,BERT-base-finetuned
3169,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.839,BERT-base-finetuned
3170,"Good value for money, I'd come back again.",Restaurants,neutral,0.813,BERT-base-finetuned
3171,"Good value for money, I'd come back again.",Restaurants,neutral,0.75,BERT-base-finetuned
3172,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.674,BERT-base-finetuned
3173,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.578,BERT-base-finetuned
3174,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.872,BERT-base-finetuned
3175,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.768,BERT-base-finetuned
3176,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.775,BERT-base-finetuned
3177,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.818,BERT-base-finetuned
3178,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.764,BERT-base-finetuned
3179,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.911,BERT-base-finetuned
3180,The soup was bland and the salad was wilted.,Restaurants,negative,0.945,BERT-base-finetuned
3181,"Good value for money, I'd come back again.",Restaurants,neutral,0.762,BERT-base-finetuned
3182,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.66,BERT-base-finetuned
3183,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.946,BERT-base-finetuned
3184,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.896,BERT-base-finetuned
3185,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.947,BERT-base-finetuned
3186,The soup was bland and the salad was wilted.,Restaurants,negative,0.93,BERT-base-finetuned
3187,"Good value for money, I'd come back again.",Restaurants,neutral,0.799,BERT-base-finetuned
3188,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.747,BERT-base-finetuned
3189,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.931,BERT-base-finetuned
3190,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.866,BERT-base-finetuned
3191,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.88,BERT-base-finetuned
3192,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.817,BERT-base-finetuned
3193,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.946,BERT-base-finetuned
3194,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.713,BERT-base-finetuned
3195,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.816,BERT-base-finetuned
3196,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.727,BERT-base-finetuned
3197,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.877,BERT-base-finetuned
3198,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.845,BERT-base-finetuned
3199,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.928,BERT-base-finetuned
3200,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.71,BERT-base-finetuned
3201,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.659,BERT-base-finetuned
3202,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.774,BERT-base-finetuned
3203,"Good value for money, I'd come back again.",Restaurants,neutral,0.623,BERT-base-finetuned
3204,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.904,BERT-base-finetuned
3205,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.705,BERT-base-finetuned
3206,The soup was bland and the salad was wilted.,Restaurants,negative,0.899,BERT-base-finetuned
3207,The service was rude and the portions were tiny.,Restaurants,negative,0.831,BERT-base-finetuned
3208,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.828,BERT-base-finetuned
3209,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.8,BERT-base-finetuned
3210,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.884,BERT-base-finetuned
3211,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.789,BERT-base-finetuned
3212,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.861,BERT-base-finetuned
3213,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.842,BERT-base-finetuned
3214,"Good value for money, I'd come back again.",Restaurants,neutral,0.685,BERT-base-finetuned
3215,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.871,BERT-base-finetuned
3216,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.796,BERT-base-finetuned
3217,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.868,BERT-base-finetuned
3218,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.781,BERT-base-finetuned
3219,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.915,BERT-base-finetuned
3220,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.763,BERT-base-finetuned
3221,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.842,BERT-base-finetuned
3222,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.917,BERT-base-finetuned
3223,"Good value for money, I'd come back again.",Restaurants,neutral,0.791,BERT-base-finetuned
3224,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.809,BERT-base-finetuned
3225,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.78,BERT-base-finetuned
3226,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.757,BERT-base-finetuned
3227,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.563,BERT-base-finetuned
3228,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.85,BERT-base-finetuned
3229,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.574,BERT-base-finetuned
3230,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.798,BERT-base-finetuned
3231,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.919,BERT-base-finetuned
3232,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.903,BERT-base-finetuned
3233,"Good value for money, I'd come back again.",Restaurants,neutral,0.57,BERT-base-finetuned
3234,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.751,BERT-base-finetuned
3235,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.825,BERT-base-finetuned
3236,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.766,BERT-base-finetuned
3237,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.574,BERT-base-finetuned
3238,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.667,BERT-base-finetuned
3239,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.912,BERT-base-finetuned
3240,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.904,BERT-base-finetuned
3241,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.811,BERT-base-finetuned
3242,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.751,BERT-base-finetuned
3243,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.8,BERT-base-finetuned
3244,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.861,BERT-base-finetuned
3245,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.807,BERT-base-finetuned
3246,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.702,BERT-base-finetuned
3247,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.874,BERT-base-finetuned
3248,The service was rude and the portions were tiny.,Restaurants,negative,0.748,BERT-base-finetuned
3249,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.876,BERT-base-finetuned
3250,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.86,BERT-base-finetuned
3251,The service was rude and the portions were tiny.,Restaurants,negative,0.862,BERT-base-finetuned
3252,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.91,BERT-base-finetuned
3253,The soup was bland and the salad was wilted.,Restaurants,negative,0.756,BERT-base-finetuned
3254,"Good value for money, I'd come back again.",Restaurants,neutral,0.695,BERT-base-finetuned
3255,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.833,BERT-base-finetuned
3256,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.932,BERT-base-finetuned
