sentence_id,review_text,predicted_sentiment,confidence_score,dataset,movie_genre,review_length
10205,The movie was average but also entertaining.,neutral,0.653,SST-3 (Movies),Romance,7
10206,This movie was wonderful!,positive,0.684,SST-3 (Movies),Sci-Fi,4
10207,It was an modest film.,neutral,0.619,SST-3 (Movies),Action,5
10208,This movie was disappointing.,negative,0.739,SST-3 (Movies),Comedy,4
10209,The movie was decent but also entertaining.,neutral,0.646,SST-3 (Movies),Romance,7
10210,This is hands down the boring film of the year.,negative,0.794,SST-3 (Movies),Comedy,10
10211,What a remarkable experience!,positive,0.965,SST-3 (Movies),Comedy,4
10212,The acting was terrible and the plot was ridiculous.,negative,0.734,SST-3 (Movies),Action,9
10213,A excellent masterpiece that blew me away.,positive,0.969,SST-3 (Movies),Romance,7
10214,A superb masterpiece that blew me away.,positive,0.617,SST-3 (Movies),Sci-Fi,7
10215,This movie was superb!,positive,0.931,SST-3 (Movies),Drama,4
10216,I was amazed by this incredible film.,positive,0.697,SST-3 (Movies),Action,7
10217,Complete disaster - don't waste your money.,negative,0.842,SST-3 (Movies),Comedy,7
10218,One of the most outstanding movies I've ever seen.,positive,0.902,SST-3 (Movies),Horror,9
10219,The cinematography was stunning and remarkable.,positive,0.686,SST-3 (Movies),Horror,6
10220,"Some parts were good, others were average.",neutral,0.95,SST-3 (Movies),Horror,7
10221,This is hands down the ridiculous film of the year.,negative,0.606,SST-3 (Movies),Horror,10
10222,I was amazed by this incredible film.,positive,0.864,SST-3 (Movies),Action,7
10223,The acting was fantastic and the story was incredible.,positive,0.978,SST-3 (Movies),Drama,9
10224,The acting was magnificent and the story was incredible.,positive,0.942,SST-3 (Movies),Comedy,9
10225,The direction was awful and the script was ridiculous.,negative,0.722,SST-3 (Movies),Romance,9
10226,A ridiculous disaster that disappointed me.,negative,0.746,SST-3 (Movies),Comedy,6
10227,A horrible disaster that disappointed me.,negative,0.902,SST-3 (Movies),Drama,6
10228,A laughable disaster that disappointed me.,negative,0.823,SST-3 (Movies),Horror,6
10229,The acting was amazing and the story was incredible.,positive,0.652,SST-3 (Movies),Romance,9
10230,This movie was incredible!,positive,0.709,SST-3 (Movies),Horror,4
10231,The direction was awful and the script was ridiculous.,negative,0.636,SST-3 (Movies),Romance,9
10232,I was amazed by this incredible film.,positive,0.805,SST-3 (Movies),Action,7
10233,A middling movie that had some good moments.,neutral,0.951,SST-3 (Movies),Drama,8
10234,It was average - that's all I can say.,neutral,0.977,SST-3 (Movies),Action,9
10235,It's a modest experience overall.,neutral,0.9,SST-3 (Movies),Horror,5
10236,This movie was spectacular!,positive,0.884,SST-3 (Movies),Sci-Fi,4
10237,Brilliant performances throughout!,positive,0.81,SST-3 (Movies),Action,3
10238,The acting was fantastic and the story was incredible.,positive,0.918,SST-3 (Movies),Sci-Fi,9
10239,I was amazed by this incredible film.,positive,0.835,SST-3 (Movies),Action,7
10240,The acting was remarkable and the story was incredible.,positive,0.679,SST-3 (Movies),Horror,9
10241,"Not great, not terrible, just decent.",neutral,0.757,SST-3 (Movies),Horror,6
10242,What a awful waste of time.,negative,0.772,SST-3 (Movies),Drama,6
10243,I was amazed by this incredible film.,positive,0.885,SST-3 (Movies),Drama,7
10244,"Some parts were good, others were so-so.",neutral,0.886,SST-3 (Movies),Romance,7
10245,Brilliant performances throughout!,positive,0.771,SST-3 (Movies),Sci-Fi,3
10246,It's a passable experience overall.,neutral,0.925,SST-3 (Movies),Sci-Fi,5
10247,What a remarkable experience!,positive,0.678,SST-3 (Movies),Romance,4
10248,The acting was terrible and the plot was pointless.,negative,0.975,SST-3 (Movies),Action,9
10249,I have mixed feelings about this film.,neutral,0.988,SST-3 (Movies),Horror,7
10250,The acting was terrible and the plot was pointless.,negative,0.782,SST-3 (Movies),Sci-Fi,9
10251,The cinematography was stunning and excellent.,positive,0.604,SST-3 (Movies),Romance,6
10252,A excellent masterpiece that blew me away.,positive,0.95,SST-3 (Movies),Sci-Fi,7
10253,The acting was decent and the story was decent.,neutral,0.972,SST-3 (Movies),Action,9
10254,Absolutely brilliant film!,positive,0.698,SST-3 (Movies),Sci-Fi,3
10255,What a wonderful experience!,positive,0.742,SST-3 (Movies),Romance,4
10256,Boring from start to finish.,negative,0.664,SST-3 (Movies),Comedy,5
10257,The direction was awful and the script was nonsensical.,negative,0.973,SST-3 (Movies),Action,9
10258,Absolutely amazing film!,positive,0.851,SST-3 (Movies),Horror,3
10259,What a stupid waste of time.,negative,0.873,SST-3 (Movies),Sci-Fi,6
10260,Brilliant performances throughout!,positive,0.935,SST-3 (Movies),Horror,3
10261,I've never seen such dreadful performances.,negative,0.769,SST-3 (Movies),Comedy,6
10262,I was amazed by this incredible film.,positive,0.854,SST-3 (Movies),Romance,7
10263,I was amazed by this incredible film.,positive,0.951,SST-3 (Movies),Drama,7
10264,The acting was brilliant and the story was incredible.,positive,0.896,SST-3 (Movies),Comedy,9
10265,This movie was extraordinary!,positive,0.841,SST-3 (Movies),Sci-Fi,4
10266,A adequate movie that had some good moments.,neutral,0.836,SST-3 (Movies),Drama,8
10267,I was amazed by this incredible film.,positive,0.961,SST-3 (Movies),Sci-Fi,7
10268,"Nothing special, just acceptable.",neutral,0.796,SST-3 (Movies),Horror,4
10269,It's a modest experience overall.,neutral,0.944,SST-3 (Movies),Sci-Fi,5
10270,The acting was extraordinary and the story was incredible.,positive,0.756,SST-3 (Movies),Horror,9
10271,Complete disaster - don't waste your money.,negative,0.698,SST-3 (Movies),Horror,7
10272,The acting was remarkable and the story was incredible.,positive,0.829,SST-3 (Movies),Comedy,9
10273,Brilliant performances throughout!,positive,0.958,SST-3 (Movies),Romance,3
10274,It was an okay film.,neutral,0.871,SST-3 (Movies),Action,5
10275,A magnificent masterpiece that blew me away.,positive,0.945,SST-3 (Movies),Horror,7
10276,Absolutely fantastic film!,positive,0.629,SST-3 (Movies),Horror,3
10277,The acting was spectacular and the story was incredible.,positive,0.921,SST-3 (Movies),Drama,9
10278,Brilliant performances throughout!,positive,0.961,SST-3 (Movies),Horror,3
10279,One of the most stellar movies I've ever seen.,positive,0.895,SST-3 (Movies),Horror,9
10280,I was amazed by this incredible film.,positive,0.624,SST-3 (Movies),Comedy,7
10281,Brilliant performances throughout!,positive,0.972,SST-3 (Movies),Horror,3
10282,This movie was stupid.,negative,0.871,SST-3 (Movies),Sci-Fi,4
10283,"This film exceeded all expectations, it was extraordinary.",positive,0.738,SST-3 (Movies),Drama,8
10284,I've never seen such nonsensical performances.,negative,0.916,SST-3 (Movies),Action,6
10285,The acting was terrible and the plot was laughable.,negative,0.743,SST-3 (Movies),Comedy,9
10286,One of the most amazing movies I've ever seen.,positive,0.727,SST-3 (Movies),Sci-Fi,9
10287,The movie was acceptable but also entertaining.,neutral,0.704,SST-3 (Movies),Comedy,7
10288,This movie was ridiculous.,negative,0.766,SST-3 (Movies),Comedy,4
10289,The cinematography was stunning and brilliant.,positive,0.93,SST-3 (Movies),Horror,6
10290,Boring from start to finish.,negative,0.871,SST-3 (Movies),Romance,5
10291,The direction was awful and the script was annoying.,negative,0.819,SST-3 (Movies),Action,9
10292,What a spectacular experience!,positive,0.824,SST-3 (Movies),Drama,4
10293,Complete disaster - don't waste your money.,negative,0.839,SST-3 (Movies),Action,7
10294,This movie was awful.,negative,0.808,SST-3 (Movies),Comedy,4
10295,"Not great, not terrible, just tolerable.",neutral,0.922,SST-3 (Movies),Action,6
10296,The movie was ordinary but also entertaining.,neutral,0.736,SST-3 (Movies),Romance,7
10297,Absolutely stellar film!,positive,0.725,SST-3 (Movies),Action,3
10298,I was amazed by this incredible film.,positive,0.747,SST-3 (Movies),Horror,7
10299,A modest movie that had some good moments.,neutral,0.778,SST-3 (Movies),Action,8
10300,The acting was extraordinary and the story was incredible.,positive,0.648,SST-3 (Movies),Drama,9
10301,Absolutely fantastic film!,positive,0.714,SST-3 (Movies),Drama,3
10302,Boring from start to finish.,negative,0.701,SST-3 (Movies),Comedy,5
10303,The direction was awful and the script was awful.,negative,0.867,SST-3 (Movies),Comedy,9
10304,A wonderful masterpiece that blew me away.,positive,0.834,SST-3 (Movies),Romance,7
10305,The acting was spectacular and the story was incredible.,positive,0.819,SST-3 (Movies),Horror,9
10306,Brilliant performances throughout!,positive,0.744,SST-3 (Movies),Horror,3
10307,I was amazed by this incredible film.,positive,0.766,SST-3 (Movies),Sci-Fi,7
10308,One of the most outstanding movies I've ever seen.,positive,0.941,SST-3 (Movies),Drama,9
10309,This movie was magnificent!,positive,0.813,SST-3 (Movies),Comedy,4
10310,What a superb experience!,positive,0.888,SST-3 (Movies),Sci-Fi,4
10311,I have mixed feelings about this film.,neutral,0.732,SST-3 (Movies),Drama,7
10312,This movie was magnificent!,positive,0.811,SST-3 (Movies),Drama,4
10313,"Not great, not terrible, just adequate.",neutral,0.85,SST-3 (Movies),Sci-Fi,6
10314,This movie was mediocre.,negative,0.668,SST-3 (Movies),Sci-Fi,4
10315,The movie was okay but also entertaining.,neutral,0.63,SST-3 (Movies),Action,7
10316,The acting was extraordinary and the story was incredible.,positive,0.918,SST-3 (Movies),Comedy,9
10317,I was amazed by this incredible film.,positive,0.687,SST-3 (Movies),Comedy,7
10318,I was amazed by this incredible film.,positive,0.712,SST-3 (Movies),Drama,7
10319,Brilliant performances throughout!,positive,0.688,SST-3 (Movies),Drama,3
10320,The movie was unremarkable but also entertaining.,neutral,0.619,SST-3 (Movies),Horror,7
10321,I've never seen such terrible performances.,negative,0.941,SST-3 (Movies),Sci-Fi,6
10322,"Not great, not terrible, just fair.",neutral,0.662,SST-3 (Movies),Horror,6
10323,I've never seen such dreadful performances.,negative,0.957,SST-3 (Movies),Action,6
10324,This movie was incredible!,positive,0.871,SST-3 (Movies),Action,4
10325,I have mixed feelings about this film.,neutral,0.96,SST-3 (Movies),Sci-Fi,7
10326,The cinematography was stunning and stellar.,positive,0.635,SST-3 (Movies),Romance,6
10327,The cinematography was stunning and powerful.,positive,0.714,SST-3 (Movies),Horror,6
10328,One of the most incredible movies I've ever seen.,positive,0.697,SST-3 (Movies),Horror,9
10329,What a spectacular experience!,positive,0.63,SST-3 (Movies),Comedy,4
10330,I was amazed by this incredible film.,positive,0.977,SST-3 (Movies),Sci-Fi,7
10331,I was amazed by this incredible film.,positive,0.727,SST-3 (Movies),Horror,7
10332,What a pointless waste of time.,negative,0.951,SST-3 (Movies),Comedy,6
10333,The movie was average but also entertaining.,neutral,0.728,SST-3 (Movies),Comedy,7
10334,Absolutely spectacular film!,positive,0.889,SST-3 (Movies),Sci-Fi,3
10335,Brilliant performances throughout!,positive,0.768,SST-3 (Movies),Romance,3
10336,It was an mediocre film.,neutral,0.874,SST-3 (Movies),Romance,5
10337,Complete disaster - don't waste your money.,negative,0.754,SST-3 (Movies),Romance,7
10338,Brilliant performances throughout!,positive,0.619,SST-3 (Movies),Comedy,3
10339,What a remarkable experience!,positive,0.827,SST-3 (Movies),Horror,4
10340,This movie was terrible.,negative,0.966,SST-3 (Movies),Drama,4
10341,Absolutely brilliant film!,positive,0.816,SST-3 (Movies),Action,3
10342,The acting was fantastic and the story was incredible.,positive,0.96,SST-3 (Movies),Horror,9
10343,The acting was terrible and the plot was pointless.,negative,0.788,SST-3 (Movies),Drama,9
10344,The acting was spectacular and the story was incredible.,positive,0.735,SST-3 (Movies),Comedy,9
10345,It's a tolerable experience overall.,neutral,0.96,SST-3 (Movies),Action,5
10346,This movie was remarkable!,positive,0.633,SST-3 (Movies),Sci-Fi,4
10347,The direction was awful and the script was dreadful.,negative,0.942,SST-3 (Movies),Comedy,9
10348,This movie was excellent!,positive,0.763,SST-3 (Movies),Horror,4
10349,Terrible - I want my money back!,negative,0.769,SST-3 (Movies),Drama,7
10350,"Not great, not terrible, just adequate.",neutral,0.73,SST-3 (Movies),Drama,6
10351,"Some parts were good, others were fair.",neutral,0.728,SST-3 (Movies),Horror,7
10352,"Not great, not terrible, just mediocre.",neutral,0.656,SST-3 (Movies),Action,6
10353,I was amazed by this incredible film.,positive,0.986,SST-3 (Movies),Horror,7
10354,It was an passable film.,neutral,0.884,SST-3 (Movies),Horror,5
10355,I was amazed by this incredible film.,positive,0.913,SST-3 (Movies),Horror,7
10356,The cinematography was stunning and stellar.,positive,0.746,SST-3 (Movies),Comedy,6
10357,The cinematography was stunning and unforgettable.,positive,0.76,SST-3 (Movies),Action,6
10358,The direction was awful and the script was horrible.,negative,0.615,SST-3 (Movies),Romance,9
10359,"Nothing special, just okay.",neutral,0.643,SST-3 (Movies),Action,4
10360,This movie was incredible!,positive,0.695,SST-3 (Movies),Drama,4
10361,The cinematography was stunning and stellar.,positive,0.762,SST-3 (Movies),Comedy,6
10362,I have mixed feelings about this film.,neutral,0.82,SST-3 (Movies),Drama,7
10363,The cinematography was stunning and magnificent.,positive,0.664,SST-3 (Movies),Comedy,6
10364,A incredible masterpiece that blew me away.,positive,0.705,SST-3 (Movies),Sci-Fi,7
10365,The acting was terrible and the plot was disappointing.,negative,0.707,SST-3 (Movies),Action,9
10366,Brilliant performances throughout!,positive,0.652,SST-3 (Movies),Drama,3
10367,A amazing masterpiece that blew me away.,positive,0.643,SST-3 (Movies),Horror,7
10368,Brilliant performances throughout!,positive,0.612,SST-3 (Movies),Sci-Fi,3
10369,The acting was amazing and the story was incredible.,positive,0.77,SST-3 (Movies),Comedy,9
10370,Brilliant performances throughout!,positive,0.867,SST-3 (Movies),Romance,3
10371,The movie was ordinary but also entertaining.,neutral,0.634,SST-3 (Movies),Drama,7
10372,"This film exceeded all expectations, it was magnificent.",positive,0.725,SST-3 (Movies),Horror,8
10373,Terrible - I want my money back!,negative,0.846,SST-3 (Movies),Romance,7
10374,I've never seen such awful performances.,negative,0.811,SST-3 (Movies),Comedy,6
10375,I was amazed by this incredible film.,positive,0.624,SST-3 (Movies),Action,7
10376,Absolutely brilliant film!,positive,0.683,SST-3 (Movies),Comedy,3
10377,Absolutely outstanding film!,positive,0.743,SST-3 (Movies),Action,3
10378,Brilliant performances throughout!,positive,0.906,SST-3 (Movies),Comedy,3
10379,One of the most fantastic movies I've ever seen.,positive,0.634,SST-3 (Movies),Drama,9
10380,A outstanding masterpiece that blew me away.,positive,0.776,SST-3 (Movies),Action,7
10381,This movie was terrible.,negative,0.893,SST-3 (Movies),Comedy,4
10382,One of the most stellar movies I've ever seen.,positive,0.773,SST-3 (Movies),Romance,9
10383,The acting was brilliant and the story was incredible.,positive,0.834,SST-3 (Movies),Drama,9
10384,One of the most amazing movies I've ever seen.,positive,0.63,SST-3 (Movies),Sci-Fi,9
10385,The acting was terrible and the plot was frustrating.,negative,0.901,SST-3 (Movies),Horror,9
10386,It was acceptable - that's all I can say.,neutral,0.709,SST-3 (Movies),Comedy,9
10387,I've never seen such awful performances.,negative,0.718,SST-3 (Movies),Drama,6
10388,I've never seen such frustrating performances.,negative,0.712,SST-3 (Movies),Action,6
